Transcript_ID	Gene_ID	Biotype	Translated_sample_number	Transcribed_sample_number	Translated_samples	Transcribed_samples
ENST00000413074.1	ENSG00000225265.1	antisense	3	4	SRR1630831,SRR3208865,SRR3208885	SRR1551155,SRR1562539,SRR627620,SRR627621
ENST00000524224.5	ENSG00000175305.16	protein_coding	20	1	SRX474113,SRR1803190,SRR1562542,SRR935448,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970565,SRR1976443,SRR1976444,SRR1976445,SRR810100,SRR1630831,SRR3130940,SRR1758378,SRR1758379,SRR3208870,SRR3680966	SRR1562541
ENST00000311277.8	ENSG00000164114.18	protein_coding	37	1	SRR1173905,SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803190,SRR1551165,SRR1551155,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR1573939,SRX870805,SRR403883,SRR403889,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000367085.3	ENSG00000146425.10	protein_coding	2	1	SRX870805,SRR403889	SRR1562539
ENST00000381431.9	ENSG00000163069.12	protein_coding	48	1	SRX474113,SRR1803151,SRR1803188,SRR1551165,SRR1551155,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1042900
ENST00000443236.5	ENSG00000160111.12	protein_coding	8	1	SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905
ENST00000468513.5	ENSG00000171843.15	processed_transcript	1	1	SRX870805	SRR627620
ENST00000520968.5	ENSG00000170271.10	protein_coding	6	2	SRR1758378,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885	SRR627620,SRR627621
ENST00000519463.1	ENSG00000168575.9	processed_transcript	6	4	SRX870805,SRR970565,SRR810100,SRR3208870,SRR3208885,SRR3208897	SRR1803147,SRR1803151,SRR1803186,SRR1803190
ENST00000634239.1	ENSG00000237074.2	lincRNA	2	5	SRR970565,SRR970588	SRR1803153,SRR1803188,SRR1551155,SRX870805,SRR970561
ENST00000482419.1	ENSG00000108021.19	processed_transcript	3	1	SRR970565,SRR970588,SRR1630831	SRR3130941
ENST00000588396.1	ENSG00000176641.10	processed_transcript	1	1	SRR810100	SRR1758379
ENST00000282570.3	ENSG00000087338.4	protein_coding	37	1	SRR1173905,SRX474113,SRR1803147,SRR1803190,SRR1551155,SRR1573939,SRR931815,SRX870805,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR627620
ENST00000602421.5	ENSG00000127603.23	protein_coding	2	4	SRR3208870,SRR3208897	SRR1551155,SRR970565,SRR627625,SRR1630831
ENST00000483089.5	ENSG00000198556.13	protein_coding	6	1	SRX870805,SRR970561,SRR1630831,SRR3208864,SRR3208871,SRR3208897	SRR1562541
ENST00000562570.1	ENSG00000260807.6	lincRNA	2	1	SRR1562543,SRR3208870	SRR627625
ENST00000538896.5	ENSG00000234719.8	protein_coding	1	1	SRR3208865	SRR1562539
ENST00000521651.5	ENSG00000120910.14	protein_coding	22	1	SRR1803151,SRR1803190,GSE48933,SRR1573939,SRX870805,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976445,SRR1976446,SRR627625,SRR810100,SRR1630831,SRR1758378,SRR3208864,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR1042900
ENST00000566633.1	ENSG00000179889.18	retained_intron	1	1	SRR1976447	SRR1042900
ENST00000392320.6	ENSG00000138378.17	protein_coding	8	1	SRR1803151,SRR1803188,SRR1803190,SRR1562541,SRR931815,SRR970565,SRR3208864,SRR3208897	SRR1976447
ENST00000380554.4	ENSG00000196139.12	protein_coding	30	1	SRR1551155,SRR1562540,SRR1562542,SRR1562543,GSE48933,SRR1573939,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976444,SRR1976445,SRR1976446,SRR1976448,SRR3130940,SRR3130941,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1173905
ENST00000376497.7	ENSG00000011021.21	protein_coding	21	1	SRR1803151,SRR1803188,GSE48933,SRX870805,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976445,SRR627621,SRR627625,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR1042900
ENST00000484970.1	ENSG00000117228.9	processed_transcript	4	1	SRR1803153,SRR1803188,SRR810100,SRR3130940	SRR1562539
ENST00000394480.6	ENSG00000140538.16	protein_coding	14	1	SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR931815,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905
ENST00000504508.1	ENSG00000123219.12	retained_intron	1	2	SRR970588	SRR1562539,SRR1562543
ENST00000468026.1	ENSG00000163482.11	retained_intron	2	3	SRR970490,SRR970538	SRR1551155,SRR1562541,SRR1562543
ENST00000374045.4	ENSG00000181634.7	protein_coding	1	1	SRR970565	SRR1562539
ENST00000408923.7	ENSG00000169220.17	protein_coding	23	2	SRR1803151,SRR1803186,SRR1803188,SRR1803190,SRR1551155,SRR1562540,SRR1562541,SRR1573939,SRR931815,SRR970565,SRR970588,SRR1976445,SRR3130940,SRR3130941,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966	SRR1562542,SRR1562543
ENST00000358204.8	ENSG00000135269.17	protein_coding	30	1	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551165,SRR1573939,SRR403889,SRR1042900,SRR1910731,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR1976443,SRR1976445,SRR1976446,SRR627625,SRR3130940,SRR1507056,SRR3208865,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680967,SRR3680968,SRR3680969	SRR1562543
ENST00000006750.7	ENSG00000007312.12	protein_coding	9	2	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR931815,SRR1758378,SRR1758379	SRR1562539,SRR1562542
ENST00000523414.5	ENSG00000147509.13	processed_transcript	1	1	SRR1573939	SRR403889
ENST00000332431.4	ENSG00000182916.7	protein_coding	17	7	SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,SRR627621,SRR627625,SRR810100,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRX474113,SRR1551165,SRR1551155,SRX870805,SRR1042900,SRR970588,SRR1630831
ENST00000243786.2	ENSG00000123999.4	protein_coding	1	15	SRR3680969	SRX474113,SRR1562539,SRR1562540,SRR1562542,SRR1562543,SRR935448,GSE48933,SRX870805,SRR403883,SRR403889,SRR970538,SRR970565,SRR1976444,SRR627625,SRR1758379
ENST00000281830.3	ENSG00000152049.6	protein_coding	2	2	SRR935448,SRR810100	SRR1562543,GSE48933
ENST00000431540.7	ENSG00000140945.15	protein_coding	15	1	SRR1562542,SRR935448,GSE48933,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976447,SRR1976448,SRR627625,SRR3208864	SRR1803151
ENST00000592569.1	ENSG00000266970.1	lincRNA	1	7	SRR970588	SRR1803151,SRR1803188,SRR1562539,SRR1976444,SRR1976445,SRR1976447,SRR1758379
ENST00000532223.2	ENSG00000254709.7	protein_coding	1	1	SRR931815	SRX870805
ENST00000561095.1	ENSG00000140534.13	nonsense_mediated_decay	14	2	SRX474113,SRR1803147,SRR1803151,SRR1551165,SRR1551155,SRR403889,SRR970561,SRR970565,SRR1976445,SRR1758378,SRR1758379,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562541
ENST00000358929.8	ENSG00000049540.16	protein_coding	9	2	SRR1562542,SRR1562543,SRR810100,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208898	SRR1042900,SRR627625
ENST00000561831.7	ENSG00000196628.13	protein_coding	6	1	SRR1803151,SRR935448,SRR935449,SRR627625,SRR810100,SRR3208865	SRR1042900
ENST00000546771.1	ENSG00000133858.15	retained_intron	1	1	SRR1976444	SRR627621
ENST00000519434.1	ENSG00000189410.11	protein_coding	1	1	SRR3208898	SRR1803153
ENST00000461250.5	ENSG00000175497.16	retained_intron	5	1	SRR1562540,SRR3208864,SRR3208865,SRR3208870,SRR3208898	SRR970538
ENST00000389554.7	ENSG00000136535.14	protein_coding	3	1	SRR1562539,SRR1562540,SRR3208885	SRR970538
ENST00000609285.5	ENSG00000234684.6	antisense	3	1	SRR970490,SRR970565,SRR1976443	SRR1562543
ENST00000624417.1	ENSG00000279692.1	TEC	1	3	SRR3208871	SRR970561,SRR627620,SRR3680969
ENST00000471763.1	ENSG00000105865.10	retained_intron	13	1	SRR1551155,SRX870805,SRR970490,SRR970587,SRR1976443,SRR1976445,SRR1976446,SRR1976448,SRR1630831,SRR1758378,SRR1758379,SRR3208871,SRR3208897	SRR627621
ENST00000395375.3	ENSG00000198039.11	nonsense_mediated_decay	8	1	SRX870805,SRR970490,SRR970565,SRR970588,SRR1976446,SRR1976447,SRR1976448,SRR3208871	SRR627620
ENST00000518797.5	ENSG00000019582.14	protein_coding	22	4	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR1573939,SRR931815,SRR3130940,SRR3130941,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900,SRR970538,SRR970587,SRR1630831
ENST00000512327.1	ENSG00000177311.10	processed_transcript	3	2	SRR970490,SRR970538,SRR1976448	SRR1562539,SRR1562543
ENST00000412793.5	ENSG00000120899.17	protein_coding	1	1	SRR931815	SRR1042900
ENST00000490880.5	ENSG00000135899.16	retained_intron	4	1	SRR1573939,SRR970588,SRR627625,SRR1630831	SRR1562539
ENST00000558690.1	ENSG00000259256.1	lincRNA	1	1	SRR3680967	SRR970538
ENST00000300057.4	ENSG00000166823.5	protein_coding	22	1	SRR1562540,SRR1562542,SRR935449,SRX870805,SRR970490,SRR970561,SRR970565,SRR1976445,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967	SRR627625
ENST00000403018.2	ENSG00000158321.15	protein_coding	9	1	SRX870805,SRR970538,SRR970565,SRR970587,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208898	SRR1042900
ENST00000299106.8	ENSG00000166086.12	protein_coding	33	5	SRX474113,SRR1803151,SRR1551165,SRR1551155,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,GSE48933,SRX870804,SRX870805,SRR403889,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900,SRR970587,SRR3130940,SRR3130941,SRR3680969
ENST00000597856.1	ENSG00000182986.12	processed_transcript	8	3	SRR970538,SRR970561,SRR970565,SRR970588,SRR3208864,SRR3208870,SRR3208885,SRR3208898	SRX474113,SRR627620,SRR627621
ENST00000369039.9	ENSG00000143382.13	protein_coding	17	2	SRR935448,SRR1573939,SRR970538,SRR970561,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680968	SRR1562541,SRR1562543
ENST00000579719.1	ENSG00000198720.12	protein_coding	1	1	SRX870805	SRR1042900
ENST00000328945.6	ENSG00000184860.9	protein_coding	7	3	SRR1803151,SRR1803188,SRR1551155,SRR1573939,SRR970588,SRR3130940,SRR3130941	SRR1173905,SRR1562539,SRX870805
ENST00000619836.4	ENSG00000175087.9	protein_coding	30	1	SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803190,SRR1562540,SRR1573939,SRX870804,SRX870805,SRR403883,SRR970538,SRR970561,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680967,SRR3680968,SRR3680969	SRR627620
ENST00000333722.9	ENSG00000185306.12	protein_coding	3	1	SRR403889,SRR970538,SRR970588	SRX870805
ENST00000255039.5	ENSG00000132702.12	protein_coding	3	2	SRR1562540,SRR1562541,SRR1562542	SRR1173905,SRR1042900
ENST00000514558.5	ENSG00000164124.10	protein_coding	8	1	SRX474113,SRR1562540,SRR1562542,SRR1562543,GSE48933,SRR931815,SRR970538,SRR970565	SRR1042900
ENST00000568967.5	ENSG00000067365.14	processed_transcript	26	1	SRR1803151,SRR1803188,SRR1803190,SRR935448,SRR935449,GSE48933,SRX870805,SRR403889,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR627625,SRR810100,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897	SRR1042900
ENST00000438751.5	ENSG00000126005.16	processed_transcript	1	1	SRR970588	SRR1562541
ENST00000367854.7	ENSG00000198771.10	protein_coding	10	1	SRR1803151,SRR1803186,SRR1803188,SRR1803190,SRR1562540,SRR1573939,SRR931815,SRR1910731,SRR3130940,SRR3130941	SRR970565
ENST00000615230.4	ENSG00000049249.8	protein_coding	8	1	SRR1803190,SRR1551155,SRR1573939,SRR403889,SRR3208865,SRR3208885,SRR3208897,SRR3208898	SRR1042900
ENST00000460489.1	ENSG00000136147.16	processed_transcript	2	3	SRR1976444,SRR1758378	SRR1562542,GSE48933,SRR3208898
ENST00000316637.6	ENSG00000023892.10	protein_coding	13	1	SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR935448,SRR1573939,SRR403883,SRR403889,SRR3130940,SRR3130941	SRR1042900
ENST00000398075.3	ENSG00000214309.4	protein_coding	18	2	SRR1562540,SRR935448,SRR1573939,SRR931815,SRX870805,SRR970538,SRR970561,SRR970565,SRR1976443,SRR1976444,SRR1976447,SRR1758378,SRR3208870,SRR3208871,SRR3208886,SRR3208898,SRR3680967,SRR3680969	SRR403883,SRR1042900
ENST00000587536.5	ENSG00000267106.5	antisense	3	4	SRR1562540,SRR970490,SRR1976446	SRR1562539,SRR1042900,SRR627620,SRR627621
ENST00000512455.6	ENSG00000089335.20	retained_intron	1	1	SRR3208870	SRR627620
ENST00000409874.8	ENSG00000156414.18	protein_coding	11	1	SRR1562540,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1173905
ENST00000409224.5	ENSG00000213999.15	protein_coding	15	1	SRR1803188,SRR935449,GSE48933,SRR1573939,SRX870805,SRR403889,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR1507056,SRR1758378,SRR1758379	SRR1562539
ENST00000564834.1	ENSG00000261455.1	lincRNA	2	2	SRR3208865,SRR3208898	SRR970587,SRR627620
ENST00000594088.1	ENSG00000063180.8	retained_intron	3	2	SRR931815,SRR970565,SRR1630831	SRR403883,SRR627621
ENST00000424720.6	ENSG00000182870.12	retained_intron	4	1	SRR3208864,SRR3208865,SRR3208886,SRR3208898	SRR1042900
ENST00000590918.5	ENSG00000010310.8	protein_coding	4	5	SRR1803151,SRR1803188,SRR1803190,SRR1758378	SRR1562542,SRR935449,SRR1042900,SRR1976444,SRR1976445
ENST00000608988.5	ENSG00000162105.16	nonsense_mediated_decay	1	2	SRR1573939	SRR970588,SRR3208865
ENST00000314018.2	ENSG00000180535.3	protein_coding	2	3	SRR970561,SRR1758378	SRR1562543,SRR1976443,SRR810100
ENST00000532293.1	ENSG00000166938.12	processed_transcript	1	1	SRR3208885	SRR1562539
ENST00000587386.1	ENSG00000130202.9	retained_intron	2	1	SRR1910731,SRR970588	SRR931815
ENST00000416202.5	ENSG00000241990.5	antisense	6	1	SRR970490,SRR970538,SRR970565,SRR970588,SRR810100,SRR1630831	SRR1803186
ENST00000564666.1	ENSG00000153815.16	processed_transcript	1	1	SRR3208871	SRR627620
ENST00000251900.8	ENSG00000102098.17	protein_coding	39	2	SRX474113,SRR1803151,SRR1803190,SRR1551165,SRR1551155,SRR935448,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR1042900,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562543
ENST00000254963.6	ENSG00000132622.10	protein_coding	1	9	SRR1562540	SRR931815,SRX870805,SRR403883,SRR403889,SRR627620,SRR627625,SRR3680966,SRR3680967,SRR3680969
ENST00000586500.1	ENSG00000132016.11	retained_intron	3	8	SRR970565,SRR3208864,SRR3208870	SRR1803153,SRR1562543,SRR403889,SRR970490,SRR970587,SRR1976446,SRR627620,SRR627625
ENST00000221905.1	ENSG00000004777.18	processed_transcript	4	1	SRR3208865,SRR3208870,SRR3208871,SRR3208885	SRR627621
ENST00000600223.1	ENSG00000267886.1	lincRNA	9	5	SRR810100,SRR1758378,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1173905,SRR1803147,SRR1042900,SRR1976444,SRR627620
ENST00000534157.1	ENSG00000021762.19	protein_coding	1	1	SRR810100	SRR1562543
ENST00000359500.7	ENSG00000184058.12	protein_coding	2	1	SRX870805,SRR970588	SRR1562540
ENST00000537435.2	ENSG00000136014.11	protein_coding	4	1	SRX870805,SRR1630831,SRR1758378,SRR1758379	SRR1042900
ENST00000263382.7	ENSG00000105011.8	protein_coding	50	1	SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551165,SRR1551155,SRR935448,SRR935449,GSE48933,SRR1573939,SRR931815,SRX870805,SRR403883,SRR403889,SRR1042900,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539
ENST00000492990.1	ENSG00000169855.19	nonsense_mediated_decay	2	2	SRR3208865,SRR3208898	SRX870805,SRR1976444
ENST00000489426.5	ENSG00000184343.10	protein_coding	2	2	SRR1562542,SRR3208870	SRR1173905,SRR1630831
ENST00000498666.5	ENSG00000160255.16	retained_intron	20	1	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551155,SRR1562540,SRR1562542,SRR1562543,SRR1573939,SRR403889,SRR1910731,SRR1910735,SRR970538,SRR970565,SRR3130940,SRR3130941,SRR3680966,SRR3680967	SRR1042900
ENST00000371968.7	ENSG00000182508.13	protein_coding	2	3	SRR1803188,SRR1562540	SRR1551155,SRR931815,SRR1976444
ENST00000379374.4	ENSG00000102174.8	protein_coding	6	5	SRR403889,SRR970565,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR1562539,SRX870805,SRR1042900,SRR970490,SRR3130941
ENST00000248706.4	ENSG00000128045.6	protein_coding	13	7	SRX474113,SRR1562540,SRR1562541,SRX870805,SRR970538,SRR1630831,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1562542,SRR935448,SRR935449,SRR403883,SRR1042900,SRR627620,SRR627625
ENST00000256969.6	ENSG00000134548.9	protein_coding	2	3	GSE48933,SRR1758378	SRR1042900,SRR970538,SRR3130940
ENST00000319136.8	ENSG00000100342.20	protein_coding	17	1	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1551155,SRR1573939,SRR931815,SRR1976444,SRR1976446,SRR1976447,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3680967,SRR3680969	GSE48933
ENST00000412669.1	ENSG00000223969.5	antisense	8	1	SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR3208865,SRR3208870	SRR1042900
ENST00000422050.1	ENSG00000214413.7	retained_intron	27	2	SRR1562542,SRR935449,GSE48933,SRX870804,SRX870805,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR1630831,SRR3130941,SRR3208865,SRR3208870,SRR3208871,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR627621
ENST00000591629.1	ENSG00000267374.1	lincRNA	15	4	SRX474113,SRX870805,SRR403889,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR1630831,SRR3680966,SRR3680967	SRR1562540,SRR627620,SRR627621,SRR627625
ENST00000555464.1	ENSG00000140105.17	processed_transcript	17	1	SRR1803188,SRR1803190,SRR935448,SRX870805,SRR970490,SRR970538,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR3130940,SRR3130941	SRR1562539
ENST00000370784.8	ENSG00000156500.14	protein_coding	7	1	SRX870805,SRR1630831,SRR1758378,SRR3208864,SRR3208870,SRR3208871,SRR3208898	SRR1562539
ENST00000371149.7	ENSG00000198768.10	protein_coding	8	3	GSE48933,SRR1573939,SRR970565,SRR970588,SRR3130940,SRR3130941,SRR1758378,SRR1758379	SRR1562539,SRR1042900,SRR1976446
ENST00000395905.7	ENSG00000163827.12	protein_coding	5	2	SRR1562540,SRR1562541,SRR970588,SRR1976446,SRR1976448	SRR1551155,SRR1562542
ENST00000262765.9	ENSG00000129646.13	protein_coding	11	3	SRX474113,SRR1551155,SRX870805,SRR970538,SRR970588,SRR1976443,SRR1976447,SRR1758378,SRR3208865,SRR3208870,SRR3208885	SRR1562541,SRR1042900,SRR3130940
ENST00000394252.3	ENSG00000170439.6	protein_coding	20	2	SRR1173905,SRX474113,SRR1803151,SRR1551155,SRX870804,SRX870805,SRR403889,SRR970538,SRR970565,SRR970588,SRR1976443,SRR1976445,SRR1976446,SRR1976447,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1042900,SRR627620
ENST00000551454.1	ENSG00000152804.10	retained_intron	1	1	SRR970588	SRR1562541
ENST00000571219.1	ENSG00000262155.1	lincRNA	1	10	SRR3208865	SRR1551155,SRR1562539,SRR1562542,SRR1562543,SRR931815,SRR1042900,SRR627620,SRR627621,SRR810100,SRR1758379
ENST00000185206.10	ENSG00000112782.15	protein_coding	5	2	SRR931815,SRR3208865,SRR3208871,SRR3208885,SRR3208897	SRR1562543,SRR1042900
ENST00000605945.1	ENSG00000272009.1	antisense	1	8	SRR970565	SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935449,SRR1976448,SRR627620,SRR627621
ENST00000539216.1	ENSG00000182450.12	protein_coding	2	1	SRR1562540,SRR3208885	SRR3680966
ENST00000322054.9	ENSG00000013016.14	protein_coding	35	1	SRX474113,SRR1803153,SRR1803190,SRR1551155,SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,GSE48933,SRR1573939,SRR931815,SRX870805,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR810100,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000533341.2	ENSG00000254667.2	processed_transcript	12	1	SRR935449,GSE48933,SRX870805,SRR403889,SRR970538,SRR970565,SRR1976443,SRR1976448,SRR810100,SRR3680966,SRR3680967,SRR3680968	SRR1562543
ENST00000621325.1	ENSG00000203896.9	retained_intron	2	1	SRR1803188,SRR931815	SRR1562542
ENST00000343933.9	ENSG00000106789.12	protein_coding	23	2	SRX474113,SRR1551165,SRR1551155,SRR1573939,SRX870805,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208865,SRR3208870,SRR3208885,SRR3208898,SRR3680966,SRR3680967,SRR3680969	SRR1562542,SRR1562543
ENST00000511718.5	ENSG00000152380.9	processed_transcript	3	2	SRX870805,SRR970565,SRR3208897	SRR627620,SRR627621
ENST00000595181.5	ENSG00000076944.14	retained_intron	6	3	SRR1551165,SRX870805,SRR970561,SRR3680967,SRR3680968,SRR3680969	SRR1562543,SRR3208885,SRR3208898
ENST00000589717.1	ENSG00000256771.2	protein_coding	16	2	SRR1562542,SRX870805,SRR403889,SRR970588,SRR1976444,SRR1976446,SRR1976447,SRR1630831,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900,SRR1507056
